A girl is sure to find the right shade of Nars blush with the fabulous selection available. The blush is nice and sheer so even if you brush it on quickly and make a little mess it's no big deal. The only draw back is that I've noticed it's almost gone by the afternoon and I have to re-apply.,2
A good but gentle waterproof mascara (& makeup) remover. I have very sensitive eyes and have not found a remover that does the job until I tried Double Swish. The dispenser in the cap is great for getting just the right amount of product...leaks a bit when shaken though. ,3
"A great collection for the holidays. The ruby shades compliment any complexion and eye color. The Ruby Radiance all over face color gives a real healthy and happy glow, and it seems to reflect the light and give you a real dewy look. The bag is too nice to use as a makeup bag it is going out on the town with me. ",4
"a great idea for bare minerals, which is hard to take with you, this compact offering falls short of convenience by supplying sub par brushes and too big packaging. Powders and lip gloss still great value though ",2
"A great little compact, all the colors are compatable. I was wary of using a black eyeshadow ,but wanted to try a smoky eye. The black shadow in this kit is soft,shimmery and easy to layer to desired intensity. The silver is a nice hithlighter, and the blush and lip glosses are perfect, love it! ",3
"A great little set - the colors are sheer and shiny, goes with everything, and most days I only use sunscreen, eyebrow definer and/or mascara and one of these glosses. Wish they were back in stock so I could order another set! :) ",2
"A great product. Instantly gives you that all-over glow with a natural finish. Definitely gives you a 'child-like freshness, but makes me feel a little too youthful sometimes - with the glittery effect you can get with this product. Better for a night-time, going out to a party make-up, than a day-time product. But that's just my opinion.",4
"A great shadow, but the shimmer in these shadows is a little to intense for a simple day look. For a dramatic night look however, i suggest oil slick and midnight cowboy rides again. Both are VERY shimmery. Try the matte UD shadows for day. ",0
"A great substitute if you cannot afford to buy the perfume, which I love. Very nice size for traveling and taking with you. It's a tiny bit messy (the powder does tend to over coat and fly out of the brush), but well worth it for the wonderful silky softness and scent. ",2
"A great volumizing mascara that doesn't clump! I am very picky when it comes to mascaras, and I fell in love with the BADgal Lash. It's thick but not clumpy. One coat of this and that's all you need for amazing lashes. I have very sensitive eyes and I love how it doesn't crumble and flake in your eyes!",1
"Ahh, the never-ending brow struggle. I found that the little brush is not great for applying the color for me personally. So I used an eyeliner smudger tool instead, and that was much better. Both colors are great, though I favor the lighter color, which is perfect for dark blonde/light brown hair. The brush is fine for applying the wax. I've gotten several compliments since I've started using this product. ",1
"A huge Bare Minerals devotee, I bought this kit long after I had purchased several others. While the other kits are fun and vibrant, this one is incredibly versatile. Though the blush looks to be cotton candy pink, it's very sheer and subtle. The eyecolors are perfect and classy. I love that the Cream Soda color is matte. On my light skin, it makes for a flawless, smooth-looking base. Then the Rapture goes right in the crease and looks sophistocated and classy. I use the Tiger's Eye liner with almost all my shadows now. I sure hope I can buy it individually when it runs out. That's the best thing about BE, though. Everything lasts a long time because it takes so little to look gorgeous. The double-ended brush is wonderful for achieving the base color and crease color effect. I cannot now live without the angled blush brush. I use it with all my BE blushes, and it works fabulously. I finally have a natural-looking blush instead of colored cheeks with definite borders. The set is worth it for the Sugar Buxom lip polish. It's a great shade that compliments any complexion. Yes, these are all minis. But, as I said, they last a long time because a little goes a long way. The small size also makes them very portable. This is my go-to set anytime I'm going out of town, because I know it will compliment any look I try to achieve. ",1
"A little goes a long way. And when you are done, your skin says ""ahhhh.""\nI had heard great things about Purity Made Simple and was not disappointed. It is not a soapy cleanser but it truly does cleanse. No heavy smell but my skin feels cleaner after I use it. Also great when you need a quick makeup remover and cleanser in one.",2
"A little heavily fragranced for my taste, but the scent fades as it dries. To get serious volume requires multiple applications, so it's a little more work than it's worth. Does flake easily. Not much for lengthening, but it doesn't promise much in that department. ",3
"A little more coverage would have been nice. i am assuming that since it is tinted, it is for a small about of coverage. The oil sucking power of this is great though. I use it under my bare minerals. It is nice after your moisturizer if your moisturizer leaves you sticky. Especially if you use mineral foundation.",2
"A little piece of morning bakery in your shower how can anything go wrong. Now if they would just make a coffee line - I would be hooked forever. This is the best scrub I ever had - it washs off and there is no left over residue. Also, there is no lingering smell - so once your done with your shower the Cake Batter smell is in your bathroom and not on your skin. ",3
a little pricey but you offered a special coupon so I thought I would treat myself.......great radiance natural glow..no greasy shine..the age spots do seem to be getting lighter..I use 3 drops in the am and 3 in the pm.. you just feel that you have to option as to if you want to put make up on or go with out...i would give it the highest rating.,4
"All beauty junkies know we need gloves for hand treatment. There are gloves and then there are NICE gloves. These are NICE gloves! They are soft, do not shrink, and are very comfortable. I use them overnight with my favorite hand cream. An added bonus is that I don't get my hand cream on my face during the night, so no more breakouts from that. I need to get a second pair so that I always have clean ones! ",4
All I can say is these flavors are incredible!! The only reason this gets 4 stars is that the scent does not last much longer than the shower or tubbie but for many people that might be a good thing... Dark chocolate smells like you have just wandered into a European chocolate cafe... and the milk chocolate made me want to eat the loads of suds!! Best of all - NO calories!! ,2
"All I can say is wow. I have always had trouble with makeup not staying on for more than an hour. Make Up For Ever is just that..forever. I have extremely sensitive skin, especially the eyelids and I have no problem wearing their makeup. In addition their color choices are great. ",4
All I can say is wow. This is my newest fav find! I have not been able to find a hand cream that ever even really felt like it was doing anything. I have only been using it a couple days but can already feel and SEE a difference. I highly recommend this to everyone! P.s. Wish they would do something about the smell of this though... bleh. Am getting the lavender immediately! ,2
"All my life I've had oily skin and could never get eyeshadows to last, even the ""crease-resistant"" ones always went straight to my crease within a few hours. Using this I can put on ANY type of eyeshadow/shimmer and it will last all day & sometimes even 2! It keeps the colors bright as the look before/after application. Sometimes it helps last longer if you let it sit on your lids for a few seconds. I love the bottle it comes in! Totally worth the price! ",0
"All of the colors in this pallette are very wearable , no glittery colors, just long wearing, slightly shimmery, basic colrs that look great with my brown eyes- grey,green, brown,taupe and plum, with a matte yellow based all over color! ",3
"All Sephora products are reasonably priced, as is this one. It does a good job without stinging and it doesn't have a lot of oil to blur your vision. My one wish is that the opening would be large enough to insert a q-tip. I do not use cotton balls to remove mascara. I use 1 q-tip per eye...It's cheaper and it works better--no rubbing. I'm hoping some day they will change the opening. Thank you. ",4
All the colors are fantastic. This is a great pallette good for most skins tones. I love this!!! the only bummer is the that the applicators are as cheap as you can get and literally fall apart on the first use. ,3
"All these colors are beautiful, plus more bang for your buck with 16 colors. Just wish Uzi was in this, but an overall great buy. The colors are highly pigmented, some are for day, some are for night, a great variety in my opinion. Just make sure you use a primer to make the colors last longer and to prevent creasing. ",1
A lot of people seem to like this product but it is just ok for my combination skin. The cleanser feels very light and it's super gentle. However I don't feel that it is very deep cleaning at all. I mainly use it on weekends when i'm not wearing a lot of makeup. I really like it as a eye makeup remover though. It is that gentle and it doesn't sting my eyes at all. I also really like using it with my clarisonic brush. The combination is baby smooth skin.,1
"Alright I figured pricey brush, great results. I mean it has to be better than the 8.00 one I got at the local drug store, right? Other than the bristles lasting longer and it seems to hold heat a bit better...but really that's about it. Not knocking it exactly but I am not sure it's worth the price either. ",1
"Although described as ""revoluntionary,"" I didn't notice much, if any, difference when i used this product to tame my wavy hair prior to blow drying and flat ironing. It seemed comparable to the various silicone products available, although the texture is more akin to a gel than a liquid. ",3
Although I am a amazing grace girl I find myself going back and fourth with pure grace.... the clean scent blows my mind but the scent does not last at all.... So I have to keep on spraying all day but its ok because the scent is that wonderful.,1
"Although I do prefer Sephora's lip gloss pencil over Stila's Lip Glaze pencil, it's still only acceptable. It's easy to use, non-sticky, pigmented and convenient, but I find it rather drying on my lips. A great concept. Maybe it just didn't work for me. Definitely worth a try. ",0
"Although I have been using their skincare line for almost a year, this was my first time trying the bath line. I was not disappointed. The smell is wonderful...a true caramel apple scent. It is rich yet not overpowering. I also like that it doesn't linger on your skin after you dry off. I don't want a scent that interferes with my perfume. I plan to buy more soon because of its limited-edition status. A wonderful fall indulgence! ",2
"Although it looks very bright, depending on how much you brush on can it can go from day to night the glitter is very lite. I love this and it is going to become a staple in my makeup bag, and it makes my brown eyes pop ",2
"although the name mildew, may throw some people off, this is by far one of the nicest shades of green I have ever seen. Its like an emerald color and I constantly get compliments about it. I pair it with maui wowie for a great look ",1
"Although this product did seem to smooth out my skin and made my foundation apply more evenly, it also made me break out and itch. I have extremely sensitive skin so I wasn't surprised by this reaction - it was still a bummer that I can't use the product.",2
"Always hesitant to try new lipsticks, I decided to take a chance on this one! I saw a color I loved in one of the flyers I got, and had to have it! It goes on so smoothly, and the color is true! Love this stuff!",2
AMAAAAZING! i have oily combination skin. and enlarged pores have always been an issue. after just a few days i can already see DRAMATIC results. love the microdelivery peel. works wonders. hope in a jar smells a little but it works! and OH MY..the microdelivery face wash...best thing ever!! ,0
"Am a big fan of Laura Mercier face makeup and have used Secret Concealer for several years. A little goes a long way, so I use a LM concealer brush to apply it sparingly over a good base like Clinique All About Eyes. Covers circles, reduces 'hollow' look, and doesn't separate or crease during the work day.",4
"A makeup eraser is one thing I can't live without. I've used others I like better but this one does work well, however it tends to be a tiny bit oily. I like the size of the pen itself, it's easy to grip and control. ",4
"amazing flavor, pretty color,not sticky- simply one of the best lip shines yet! always liked the lemonade, but this is a new favorite for the holidays for the beautiful shade of red. there is no excuse for dry lips when a product this fun to use is available! the body wash is heaven also! ",3
"Amazing grace firming body emulsion is the best after shower moisturizer I have yet to use. The scent is wonderful and makes my skin feel softer, more supple and years younger than my age. Used in conjunction with the Amazing Grace bath and shower gel and the perfume the scent lingers all day. I am complimented freguently about how good I smell. Sometimes I find myself sniffing my own arm, I smell so good.",4
"Amazing Grace is by far the best scent I have ever found for me. It truly is a soft, clean floral scent that just grabs me and lifts my spirits no matter what. The shower gel is very true to the fragrance scent. The scent is soft, and it does not last all day, but it is a nice layering piece with the perfume. Also, it is like any other Philosophy shower gel I have tried. It lathers very well, and a little goes a long way.",1
"AMAZING! I have tan skin already, but this really gives an extra glow during the summer/helps in the winter! It's very natural looking, applies well with a different brush!!! (throw the one it comes with away! it leaves streaks..) You can also contour your face with this. Perfect. ",0
"Amazing! I love Smashbox and Sephora and shop a lot! Every single item in the kit is great...the brush, the cute bag..the gold shimmer powder I use for eyes, cheeks, hair, lips......it lasts. The eyeliner is the best color of brown, it doesn't sting the eyes, I just love the lip gloss, and it lasts for a lip gloss. I hope Smashbox makes more kits like this! ",2
"Amazing makeup remover!i I tried sooo many and they all didn't live up to their name and $$$ i spend in the past - but his one is perfect even for sensitive skin. I can remove all from make up, lipstick up to the hardest - mascara!!It removes everything very easy and you don't have to use much at all! Try it - small bottle if you are not sure to start with! ",2
"AMAZING!!! Not only does this cream smell good but it takes care of the ache and the calluses that come with wearing those really great shoes we all love. Not greasy just yummy. Couldn't believe the difference in my ""Barney Rubble"" feet after just 1 day! Don't get weird with the price tag. It lasts forever and your honey will no longer look at your feet with that ""OMG are those your feet look.""",4
Amazing product. I have never found a better moisturizer. It smells great and works even better. The only one i will use. It is not greasy but provides superior moisturizing. In the winter this is the only thing that works on my legs. ,1
Amazing product! I thought I shouldn't even bother wasting my time putting on eyeliner this summer (as soon as I put it on the humidity would start taking it off. Then I tried Aqua Eyes! I bought one for each of my daughters too. ,4
"Amazing product. I use it for a concealer and for eye shadow base. What I love about these products is that they go on so fast and they stay on! I've tried many, many products in my life and this is truly the best I've ever found!",4
"An artist is only as good as the tools used and this basic buffling, blending Brush is a basic must! May be used with any powder products to set and blend... gives a sheer airbrushed finish... never grabs... does not shed... long lasting and easy to clean. Great value as it lasts a looong time. ",4
"Anastasia's Perfect Brow Pencil is as close to perfect as you can get in a brow pencil. It is soft and doesn't leave any harsh unnatural looking strokes where I've filled in. The little spooly brush on the end is a handy feature, too. This is a great pencil.",2
"Anastasia's Perfect Brow Pencil is so easy to use, and comes in colors that can match any eyebrow shade! I originally bought this pencil in Strawburn when I changed my hair color from blonde to red, and even though the red pencil doesn't match my blonde eyebrows, it STILL looks perfectly real. No one has ever looked at me and said ""But what color was your hair before?"" The pencil is easy to sharpen and apply, and the spooley brush on the other end makes mistakes disappear and blending a snap.",0
"An awakening spiced lemon scent. The soft lather invigorates your senses. Soapy Sap is more than a body cleanser but a harmonious blend of scent, lather and moisture. A wonderful reason to get up and jump in the shower! ",2
"An awesome formula that WILL NOT smudge with mineral makeup use, and it is SUPER easy to remove. The only dislike of the product is with the fibers that fall off and onto your face and onto the eyelids. I found the fibers to be very annoying and time consumming as a Virgo - always checking the mirror to remove them. ",2
"An effective and easy-to-use product. I use short strokes of a stiff 1/8"" brush to brush the powder (in taupe to match my brown hair) onto my brows. I then use my finger to smooth the wax over the brows, from nose to the end of the brow. It took a bit of practice, but now I can easily apply these products so that they look natural. This brow tamer is easily removed with eye makeup remover. ",2
"A nice, simple two-step system, very easy to use. I see finer pores and a more even skin tone with regular daily use. The solution is mild and caused no skin irritation, only clear, glowing complexion. Happiness is fine skin. ",3
"An interesting scent has been infused into my favorite hand mositurizer. This stuff packs a whollup. A pea sized amount is all you need and your hands will heal, if chapped, be softer and retain moisture. I love love love this product. The scent truly reminds me of the holidays for some reason. A little flowery, a little sweet, but not overwhelming at all. ",1
"Another great Caudalie product with a great scent! Basically what interested me in this brand is the key grape ingredient--you know it's natural and it smells good too! This is a different, exotic type of scent that is refreshing and good for your skin.",1
"Another great NP product. I love the colors. I have 3 so far with the other 7 on the way. The 3 I received blend easily and pigmentation is great so far. Not a lot of glitter, but I prefer matte and satin eyeshadows anyway. I also like the fact they have the color on the bottom instead of a number. Also cute packaging. ",2
"Another great scent from Phil. This product has a sheen that brightens the skin (no lie!). I'm usually a skeptic about moisturizers - this one starts working fast! In a few days, I could feel my cheeks getting softer. Good price, because a little goes a long way. If you're bored with moisturizers or tired of dropping a bundle and being disappointed, try ""Hope."" ",3
Another one of Stila's baked products. It gives you a lovely natural flush look when you swirl both colours and apply. Or you can contour and highlight your cheek bones with it. It is easy to blend and lasts a long time. ,1
"Any and all Too Faced eyeshadows are WORTH THE MONEY!! You wont be disappointed!!!! Plus, unlike many brands, you can see the color through the top so you dont have to open the stupid thing to see which color it is. ",2
a perfect summer scent. I wish this product had a body wash and body lotion. This scent is hard to find. But this is the most wonderful non-super -sweet cool summer scent. It is a refreshing scent that does not over power. ,3
Applied over tinted moisturizer and under transluscent Mineral Veil it looks like my complexion did when I was 16. Natural. Like after a brisk walk in the spring. The cheek color blends with all complexions and looks good on the lips too! Looks way better on aging skin than powder blushes. ,4
"Appropriately enough, I was given this fragrance as a present picked out by a little girl. It's a yummy, chocolatey scent, sweet and insouciant. I've received plenty of compliments on it. I don't recommend it for people over 30 or so as it's quite young, and it's always struck me as more of a daytime scent. ",0
"Area is a glamorous eye pencil. My mother (51) and I (29) both wear this black pencil. On my mother, it is soft and awakens her eyes, they appear brighter. On me, it is edgy and very much rock and roll. ",1
"a really nice blush. goes on true to color, and stays on for a long period of time! it's really smooth and easy to blend. i just wear powder or bronzer underneath and it looks really nice. a worthwhile purchase. i am very light skinned with yellow undertones...and it looks nice on me.",0
Are you kidding!! This is the best product EVER!!! Since I discovered this I simply can not wear eyeshadow without it & I tell every living person that they too must have it. Not one has told me that I was wrong. ,3
"As a fair haired blonde, it is often hard for me to find a red lipstick that is neither too orange nor too scarlet. The Laura Mercier creme lipstick in Truly Red is a perfect shade for me. It is perfect for the holidays, and the deep rich color complements my fair skin. I feel very glamorous wearing it. The lipstick goes on easily and is smooth and creamy and lasts a long time. It leaves my lips soft and hydrated. ",4
